"","Country","Gender","Age","EmploymentStatus","EmployerIndustry","FormalEducation","Major","CompensationAmount","CompensationCurrency","CurrentJobTitle","TitleFit","LanguageRecommendation","DataScienceIdentity","WorkDataVisualizations","JobSatisfaction","JobSatisfaction2"
"1270","Russia","Male",60,"Employed full-time","Telecommunications","Doctoral degree","Physics",2e+05,"RUB","Machine Learning Engineer","Perfectly","Python","Yes","100% of projects","6",6
"1271","United States","Female",24,"Employed full-time","Technology","Master's degree","Electrical Engineering",140000,"USD","Software Developer/Software Engineer","Fine","Python","Sort of (Explain more)","51-75% of projects","9",9
"1272","United States","Female",37,"Employed full-time","Other","Bachelor's degree","Computer Science",150000,"USD","Computer Scientist","Fine","R","No","76-99% of projects","10 - Highly Satisfied",10
"1273","Mexico","Male",36,"Employed full-time","Technology","Master's degree","Engineering (non-computer focused)",2e+05,"MXN","Engineer","Fine","Python","Sort of (Explain more)","76-99% of projects","10 - Highly Satisfied",10
"1274","United Kingdom","Male",27,"Employed full-time","Financial","Master's degree","Other",43000,"GBP","Machine Learning Engineer","Fine","Python","Yes","26-50% of projects","8",8
"1275","United States","Male",31,"Employed part-time","Other","Master's degree","Psychology",25000,"USD","Data Analyst","Fine","R","Yes","26-50% of projects","8",8
"1276","United States","Male",30,"Employed part-time","Academic","Bachelor's degree","A humanities discipline",20000,"USD","Other","Fine","Python","Sort of (Explain more)","100% of projects","9",9
"1277","United States","Male",40,"Employed full-time","Financial","Master's degree","A social science",70000,"USD","Business Analyst","Poorly","R","Yes","76-99% of projects","8",8
"1278","United States","Male",28,"Employed full-time","Academic","Bachelor's degree","Computer Science",110000,"USD","Software Developer/Software Engineer","Fine","Python","No","10-25% of projects","6",6
"1279","Canada","Male",38,"Employed full-time","Government","Master's degree","Other",82000,"CAD","Scientist/Researcher","Fine","R","Sort of (Explain more)","51-75% of projects","8",8
"1280","United States","Male",25,"Employed part-time","Academic","Bachelor's degree","Computer Science",36000,"USD","Computer Scientist","Fine","Python","No","26-50% of projects","7",7
"1281","United States","Female",25,"Employed full-time","Technology","Master's degree","Computer Science",90000,"USD","Predictive Modeler","Fine","Python","Sort of (Explain more)","Less than 10% of projects","3",3
"1282","United States","Male",67,"Employed full-time","Academic","Doctoral degree","A humanities discipline",120000,"USD","Computer Scientist","Fine","Python","Yes","76-99% of projects","8",8
"1283","Other","Male",35,"Employed full-time","Academic","Doctoral degree","Computer Science",12000,"MAD","Machine Learning Engineer","Fine","Python","Yes","Less than 10% of projects","5",5
"1284","United States","Male",28,"Employed full-time","Manufacturing","Master's degree","Electrical Engineering",70700,"USD","Data Analyst","Perfectly","Python","Sort of (Explain more)","Less than 10% of projects","4",4
"1285","Germany","Male",23,"Employed part-time","Internet-based","Master's degree","Computer Science",11000,"EUR","Machine Learning Engineer","Fine","Python","Yes","10-25% of projects","9",9
"1286","United States","Male",34,"Employed full-time","Mix of fields","Bachelor's degree","Electrical Engineering",350000,"USD","Researcher","Fine","Python","Sort of (Explain more)","100% of projects","3",3
"1287","United Kingdom","Male",32,"Employed full-time","Internet-based","Master's degree","Computer Science",90000,"GBP","Machine Learning Engineer","Fine","Python","Sort of (Explain more)","10-25% of projects","7",7
"1288","Brazil","Male",28,"Employed full-time","Telecommunications","Bachelor's degree","Other",56200,"BRL","Other","Poorly","Python","No","10-25% of projects","1 - Highly Dissatisfied",1
"1289","United States","Male",49,"Employed full-time","Internet-based","Doctoral degree","Mathematics or statistics",230000,"USD","Statistician","Fine","Python","Yes","100% of projects","10 - Highly Satisfied",10
"1290","United States","Male",36,"Employed full-time","Manufacturing","Master's degree","Electrical Engineering",120000,"USD","Engineer","Fine","Python","No","76-99% of projects","5",5
"1291","United States","Male",22,"Employed full-time","Mix of fields","Bachelor's degree","Computer Science",78000,"USD","Researcher","Perfectly","Python","No","10-25% of projects","8",8
"1292","United States","Male",28,"Employed full-time","Technology","Master's degree","Mathematics or statistics",160000,"USD","Machine Learning Engineer","Fine","Python","Yes","10-25% of projects","8",8
"1293","Taiwan","Male",27,"Employed full-time","Financial","Master's degree","Computer Science",0,"BGN","Machine Learning Engineer","Fine","Stata","No","None","5",5
"1294","United States","Male",57,"Employed full-time","Manufacturing","Doctoral degree","Electrical Engineering",130000,"USD","Engineer","Perfectly","Matlab","Sort of (Explain more)","76-99% of projects","7",7
"1295","United States","Male",46,"Employed full-time","Internet-based","Bachelor's degree","Engineering (non-computer focused)",192000,"USD","Engineer","Fine","R","No","100% of projects","3",3
"1296","Taiwan","Male",28,"Employed full-time","Technology","Master's degree","Engineering (non-computer focused)",6e+05,"TWD","Data Analyst","Fine","Python","Yes","51-75% of projects","7",7
"1297","United States","Male",39,"Employed full-time","Government","Master's degree","Other",177000,"USD","Other","Fine","Python","Sort of (Explain more)","100% of projects","9",9
"1298","United States","Male",56,"Independent contractor, freelancer, or self-employed","Manufacturing","Doctoral degree","Physics",240000,"USD","Engineer","Fine","Matlab","Sort of (Explain more)","76-99% of projects","5",5
"1299","United States","Female",39,"Employed full-time","Government","Master's degree","Biology",75000,"USD","Other","Fine","Python","Sort of (Explain more)","100% of projects","10 - Highly Satisfied",10
"1300","Other","Male",31,"Employed full-time","Financial","Doctoral degree","Mathematics or statistics",27500,"EUR","Business Analyst","Fine","R","Sort of (Explain more)","26-50% of projects","4",4
"1301","People 's Republic of China","Male",22,"Independent contractor, freelancer, or self-employed","Academic","Bachelor's degree","Computer Science",20000,"AED","Data Analyst","Poorly","C/C++/C#","No","10-25% of projects","7",7
"1302","United States","Male",21,"Employed full-time","Technology","Bachelor's degree","Mathematics or statistics",115000,"USD","Data Analyst","Perfectly","Python","No","51-75% of projects","8",8
"1303","India","Male",21,"Employed full-time","Financial","Bachelor's degree","Information technology, networking, or system administration",1400000,"INR","Software Developer/Software Engineer","Fine","Python","No","10-25% of projects","7",7
"1304","Iran","Male",24,"Employed full-time","Other","Master's degree","Computer Science",1.194e+09,"IRR","Software Developer/Software Engineer","Fine","Python","Sort of (Explain more)","26-50% of projects","10 - Highly Satisfied",10
"1305","United States","Male",35,"Employed full-time","Other","Master's degree","Mathematics or statistics",65000,"USD","Data Analyst","Fine","Python","Yes","51-75% of projects","10 - Highly Satisfied",10
"1306","Indonesia","Male",25,"Employed full-time","Financial","Bachelor's degree","Information technology, networking, or system administration",6500000,"IDR","Software Developer/Software Engineer","Fine","Python","No","10-25% of projects","8",8
"1307","Turkey","Male",32,"Employed full-time","Government","Bachelor's degree","Computer Science",60000,"TRY","Other","Poorly","Python","Yes","None","4",4
"1308","India","Male",27,"Employed full-time","Retail","Bachelor's degree","Computer Science",1e+05,"INR","DBA/Database Engineer","Fine","SQL","Sort of (Explain more)","10-25% of projects","7",7
"1309","Iran","Female",27,"Employed part-time","Technology","Master's degree","Computer Science",2.4e+08,"IRR","Researcher","Fine","Python","No","Less than 10% of projects","6",6
"1310","Other","Male",37,"Independent contractor, freelancer, or self-employed","Other","Master's degree","Computer Science",250000,"USD","Software Developer/Software Engineer","Fine","Matlab","No","100% of projects","9",9
"1311","Italy","Male",26,"Employed full-time","Academic","Master's degree","Computer Science",12000,"EUR","Researcher","Fine","Python","Yes","10-25% of projects","6",6
"1312","Italy","Male",46,"Employed full-time","Academic","Doctoral degree","Computer Science",43000,"EUR","Scientist/Researcher","Fine","Python","Yes","51-75% of projects","8",8
"1313","Netherlands","Male",21,"Employed full-time","Financial","Bachelor's degree","Computer Science",50000,"EUR","Software Developer/Software Engineer","Fine","Python","Sort of (Explain more)","76-99% of projects","10 - Highly Satisfied",10
"1314","Italy","Male",32,"Employed full-time","Telecommunications","Master's degree","Information technology, networking, or system administration",30000,"EUR","Software Developer/Software Engineer","Fine","Python","Sort of (Explain more)","76-99% of projects","6",6
"1315","United States","Male",55,"Employed full-time","Government","Master's degree","Physics",115000,"USD","Operations Research Practitioner","Fine","R","Sort of (Explain more)","76-99% of projects","8",8
"1316","Ukraine","Male",23,"Employed full-time","Technology","Master's degree","Physics",15000,"USD","Other","Fine","Scala","Yes","76-99% of projects","9",9
"1317","United States","Male",39,"Employed full-time","Government","Doctoral degree","Engineering (non-computer focused)",85000,"USD","Statistician","Fine","SAS","Sort of (Explain more)","26-50% of projects","8",8
"1318","Spain","Male",26,"Employed full-time","Technology","Master's degree","Engineering (non-computer focused)",41500,"EUR","Data Analyst","Fine","Python","No","26-50% of projects","6",6
"1319","Malaysia","Male",29,"Employed full-time","CRM/Marketing","Bachelor's degree","Computer Science",120000,"MYR","Software Developer/Software Engineer","Fine","Python","Sort of (Explain more)","100% of projects","5",5
"1320","Poland","Female",27,"Employed full-time","Academic","Master's degree","Computer Science",23000,"PLN","Scientist/Researcher","Fine","Python","No","76-99% of projects","3",3
"1321","United Kingdom","Male",39,"Employed full-time","Academic","Bachelor's degree","Information technology, networking, or system administration",47000,"GBP","Business Analyst","Poorly","Python","Sort of (Explain more)","76-99% of projects","7",7
"1322","United States","Male",26,"Employed full-time","Internet-based","Bachelor's degree","Computer Science",136000,"USD","Engineer","Fine","Python","Sort of (Explain more)","76-99% of projects","8",8
"1323","United States","Female",30,"Employed full-time","Other","Doctoral degree","Mathematics or statistics",70000,"USD","Data Analyst","Fine","Python","Yes","10-25% of projects","6",6
"1324","Ukraine","Male",24,"Employed full-time","Internet-based","Bachelor's degree","Mathematics or statistics",51000,"USD","Machine Learning Engineer","Fine","Python","Yes","10-25% of projects","9",9
"1325","Spain","Male",49,"Independent contractor, freelancer, or self-employed","Technology","Doctoral degree","Other",40000,"EUR","Engineer","Fine","Matlab","No","None","9",9
"1326","Mexico","Male",36,"Employed full-time","Academic","Master's degree","Electrical Engineering",3e+05,"MXN","Researcher","Fine","Python","Yes","76-99% of projects","8",8
"1327","Colombia","Male",38,"Employed full-time","Technology","Doctoral degree","Mathematics or statistics",1.2e+07,"COP","Scientist/Researcher","Fine","Python","No","100% of projects","9",9
"1328","Italy","Male",42,"Employed full-time","Other","Bachelor's degree","Physics",40000,"EUR","Software Developer/Software Engineer","Poorly","Python","No","Less than 10% of projects","5",5
"1329","United States","Male",29,"Employed full-time","Government","Master's degree","A social science",80000,"USD","Researcher","Fine","R","Yes","100% of projects","7",7
"1330","Brazil","Male",44,"Employed full-time","Technology","Doctoral degree","Engineering (non-computer focused)",3e+05,"BRL","Machine Learning Engineer","Fine","R","Yes","None","8",8
